Name,Transaction_date,Product,Price,Payment_Type,City,State,Country,Account_Created,Last_Login,Latitude,Longitude
Kerry,1/13/2009 9:26,Product1,1200,Visa,Anieres,Geneve,Switzerland,1/24/2006 13:15,2/25/2009 14:05,46.2833333,6.2166667
Anita,1/25/2009 11:35,Product3,7500,Mastercard,Fresno                      ,TX,United States,1/24/2009 9:24,2/25/2009 14:22,29.53861,-95.44722
Veronique,1/26/2009 14:02,Product1,1200,Mastercard,Fresno                      ,TX,United States,1/24/2009 9:24,2/25/2009 14:22,29.53861,-95.44722
Sarah,1/7/2009 13:26,Product1,1200,Visa,Warwick,Quebec,Canada,7/27/2003 13:18,2/25/2009 15:16,45.95,-71.9833333
Simone,1/15/2009 11:45,Product1,1200,Diners,Watford,England,United Kingdom,9/4/2008 3:01,2/25/2009 15:21,51.6666667,-0.4
Jackie,1/27/2009 12:02,Product1,1200,Visa,Waterford,Waterford,Ireland,3/10/2008 13:51,2/25/2009 15:41,52.2583333,-7.1119444
giovanna,1/28/2009 14:09,Product1,1200,Visa,Pruszkow,Mazowieckie,Poland,1/28/2009 13:40,2/25/2009 16:19,52.1666667,20.8333333
Elizabeth,1/23/2009 7:13,Product1,1200,Visa,Hamilton,Hamilton,Bermuda,1/19/2009 6:03,2/25/2009 16:20,32.2941667,-64.7838889
Lisa,1/22/2009 15:59,Product2,3600,Visa,Ottawa,Ontario,Canada,1/21/2009 9:28,2/25/2009 17:15,45.4166667,-75.7
Maki,1/16/2009 10:27,Product1,1200,Mastercard,Montgomery                  ,TX,United States,1/15/2009 8:52,2/25/2009 17:24,30.38806,-95.69611
Anjan,1/26/2009 22:45,Product1,1200,Amex,Tokyo,Tokyo,Japan,5/15/2008 19:33,2/25/2009 17:34,35.685,139.7513889
Sarah,1/25/2009 18:33,Product1,1200,Mastercard,Manteno                     ,IL,United States,1/25/2009 15:56,2/25/2009 19:27,41.25056,-87.83139
Niamh,1/16/2009 6:13,Product1,1200,Mastercard,Benoni,Gauteng,South Africa,1/16/2009 5:22,2/25/2009 23:19,-26.1833333,28.3166667
elizabeth r,1/12/2009 17:19,Product2,3600,Diners,Winter Haven                ,FL,United States,1/12/2009 16:18,2/26/2009 0:42,28.02194,-81.73306
Elaine,1/2/2009 4:21,Product1,1200,Visa,Tranby,Buskerud,Norway,7/30/2007 11:42,2/26/2009 3:18,59.8166667,10.25
Elizabeth,1/5/2009 3:03,Product1,1200,Diners,Cork,Cork,Ireland,5/21/2008 7:50,2/26/2009 4:05,51.8986111,-8.4958333
Sara,1/15/2009 15:22,Product1,1200,Visa,Fort Lauderdale             ,FL,United States,1/6/2009 18:19,2/26/2009 5:52,26.12194,-80.14361
Tulin,1/26/2009 5:38,Product2,3600,Amex,Cranberry Twp               ,PA,United States,9/28/2008 19:40,2/26/2009 6:04,40.69472,-80.13111
Kenneth,1/24/2009 10:38,Product1,1200,Visa,Arlington                   ,VA,United States,1/24/2009 9:27,2/26/2009 6:08,38.89028,-77.08444
Fiona,1/2/2009 7:30,Product1,1200,Mastercard,Lake Ronkonkoma,NY,United States,10/27/2008 0:00,2/26/2009 6:14,40.835,-73.13167
Christian,1/26/2009 6:38,Product1,1200,Visa,Alexandria                  ,VA,United States,1/25/2009 10:13,2/26/2009 7:16,38.80472,-77.04722
Michel,1/17/2009 7:56,Product3,7500,Diners,Lipari,Sicilia,Italy,1/17/2009 7:25,2/26/2009 7:32,38.4666667,14.95
natalie,1/17/2009 7:58,Product3,7500,Diners,Lipari,Sicilia,Italy,1/17/2009 7:25,2/26/2009 7:32,38.4666667,14.95
jure,1/18/2009 4:32,Product1,1200,Diners,Lipari,Sicilia,Italy,1/17/2009 7:25,2/26/2009 7:32,38.4666667,14.95
Elizabeth ,1/26/2009 8:00,Product1,1200,Amex,Bluffton                    ,SC,United States,1/23/2009 11:12,2/26/2009 7:49,32.23694,-80.86056
Juliann,1/11/2009 8:41,Product1,1200,Amex,Winter Spgs                 ,FL,United States,1/8/2008 7:24,2/26/2009 8:17,28.69861,-81.30833
Julie ,1/21/2009 10:32,Product1,1200,Mastercard,Chelmsford                  ,MA,United States,5/23/2007 11:55,2/26/2009 8:38,42.59972,-71.36778
philippa katherine,1/29/2009 12:27,Product1,1200,Mastercard,Cabinteely,Dublin,Ireland,11/8/2006 4:50,2/26/2009 10:09,53.2594444,-6.1447222
Anthony,1/13/2009 13:19,Product2,3600,Mastercard,Toronto,Ontario,Canada,3/16/2006 19:11,2/26/2009 11:19,43.6666667,-79.4166667
matthew,1/31/2009 18:12,Product1,1200,Visa,Cincinnati                  ,OH,United States,4/2/2006 11:49,2/26/2009 12:03,39.16194,-84.45694
Steven,1/22/2009 15:35,Product1,1200,Visa,Houston                     ,TX,United States,2/24/2008 16:57,2/26/2009 12:06,29.76306,-95.36306
Angie,1/5/2009 11:24,Product1,1200,Amex,Rodeo                       ,CA,United States,1/25/2008 16:50,2/26/2009 12:15,38.01722,-122.2875
Lauren,1/23/2009 11:23,Product1,1200,Mastercard,Poughkeepsie                ,NY,United States,8/26/2008 9:37,2/26/2009 12:17,41.70028,-73.92139
Esther,1/7/2009 20:55,Product1,1200,Mastercard,Cincinnati                  ,OH,United States,1/7/2009 20:25,2/26/2009 12:24,39.16194,-84.45694
Elizabeth,1/13/2009 9:40,Product1,1200,Visa,North Eastham               ,MA,United States,1/26/2005 19:09,2/26/2009 12:45,41.865,-69.99167
marie-louise,1/25/2009 15:18,Product2,3600,Visa,Sitka                       ,AK,United States,3/2/2008 15:27,2/26/2009 12:58,57.05306,-135.33
Tanya,1/30/2009 20:58,Product2,3600,Mastercard,Carcross,Yukon Territory,Canada,1/30/2009 14:05,2/26/2009 13:06,60.1833333,-134.7166667
Detlev,1/31/2009 4:50,Product1,1200,Mastercard,Taby,Stockholm,Sweden,1/12/2009 1:03,2/26/2009 13:12,59.5,18.05
Stephen,1/20/2009 10:05,Product2,3600,Visa,Calgary,Alberta,Canada,1/9/2009 10:36,2/26/2009 13:28,51.0833333,-114.0833333
Roza,1/9/2009 5:15,Product1,1200,Visa,Alcobendas,Madrid,Spain,9/9/2008 9:08,2/26/2009 14:24,40.5333333,-3.6333333
John,1/13/2009 7:09,Product2,3600,Amex,Chicago                     ,IL,United States,1/8/2009 13:49,2/26/2009 15:14,41.85,-87.65
paula,1/3/2009 11:03,Product1,1200,Mastercard,Sammamish                   ,WA,United States,1/1/2009 22:43,2/26/2009 15:30,47.64194,-122.07917
Kathryn,1/17/2009 20:51,Product1,1200,Visa,Waiau Pa,Auckland,New Zealand,1/6/2009 21:52,2/26/2009 16:19,-37.1333333,174.75
Isabelle,1/5/2009 7:55,Product1,1200,Mastercard,Ewa Beach                   ,HI,United States,12/31/2008 7:40,2/26/2009 17:47,21.31556,-158.00722
Maureen,1/25/2009 14:40,Product1,1200,Visa,Statesville                 ,NC,United States,1/25/2009 13:52,2/26/2009 18:38,35.7825,-80.8875
David,1/25/2009 17:55,Product1,1200,Visa,Kapaa                       ,HI,United States,1/24/2009 12:18,2/26/2009 20:21,22.07833,-159.32194
caterina,1/3/2009 12:54,Product1,1200,Diners,Burbank                     ,CA,United States,12/30/2008 8:39,2/26/2009 20:22,34.18083,-118.30806
Parth,1/22/2009 3:57,Product2,3600,Mastercard,Oegstgeest,Zuid-Holland,Netherlands,1/20/2009 14:36,2/27/2009 1:59,52.1833333,4.4666667
Alexia,1/23/2009 5:11,Product1,1200,Visa,Blackrock,Dublin,Ireland,7/15/2008 7:20,2/27/2009 4:00,53.3030556,-6.1830556
Gloria Gail ,1/25/2009 11:52,Product2,3600,Mastercard,WalcProduct3ee,Tyrol,Austria,1/25/2009 5:03,2/27/2009 5:37,47.65,12.3166667
Gloria Gail ,1/10/2009 4:12,Product1,1200,Visa,Foxrock,Dublin,Ireland,1/7/2009 7:39,2/27/2009 6:33,53.2666667,-6.1741667
Cheryl,1/10/2009 9:32,Product2,3600,Mastercard,Hilton Head                 ,SC,United States,1/10/2005 21:39,2/27/2009 7:33,32.21611,-80.75278
Frank and Christelle,1/22/2009 12:45,Product3,7500,Visa,Valley Center               ,CA,United States,1/22/2009 10:25,2/27/2009 10:49,33.21833,-117.03333
Triona,1/6/2009 18:11,Product2,3600,Mastercard,Swampscott                  ,MA,United States,6/9/2006 8:57,2/27/2009 13:00,42.47083,-70.91806
Allison,1/19/2009 5:56,Product1,1200,Visa,Edinburgh,Scotland,United Kingdom,7/27/2008 11:58,2/27/2009 14:35,55.95,-3.2
Phillip,1/25/2009 10:50,Product1,1200,Diners,San Antonio                 ,TX,United States,5/29/2008 19:51,2/27/2009 14:44,29.42389,-98.49333
jingyan,1/14/2009 8:38,Product1,1200,Visa,Bristol                     ,RI,United States,3/12/2007 15:14,2/27/2009 17:13,41.67694,-71.26667
clara,1/2/2009 17:24,Product2,3600,Diners,Perth,Western Australia,Australia,1/1/2009 21:20,2/27/2009 18:43,-31.9333333,115.8333333
Selma,1/7/2009 18:15,Product1,1200,Mastercard,Greenville                  ,TX,United States,1/5/2009 18:16,2/27/2009 19:07,33.13833,-96.11056
Doug and Tina,1/3/2009 21:19,Product1,1200,Visa,Pls Vrds Est                ,CA,United States,12/24/2007 22:59,2/27/2009 21:40,33.80056,-118.38917
Lauren,1/4/2009 5:13,Product1,1200,Visa,Hradec Kralove,East Bohemia,Czech Republic,3/5/2006 0:51,2/27/2009 23:30,50.2116667,15.8441667
Jen,1/4/2009 9:28,Product1,1200,Visa,Maidstone,England,United Kingdom,7/18/2005 14:17,2/28/2009 2:28,51.2666667,0.5166667
gladys,1/2/2009 4:34,Product1,1200,Visa,Saint Albans,England,United Kingdom,1/10/2006 4:20,2/28/2009 3:43,51.75,-0.3333333
Gustavo,1/22/2009 11:10,Product1,1200,Mastercard,Voluntari,Bucuresti,Romania,7/28/2008 11:12,2/28/2009 7:52,44.4666667,26.1333333
Erica,1/7/2009 12:06,Product1,1200,Visa,Nadur, ,Malta,3/30/2006 2:02,2/28/2009 7:59,36.0377778,14.2941667
Hale,1/29/2009 13:25,Product1,1200,Diners,Morrison                    ,CO,United States,11/3/2005 18:14,2/28/2009 8:27,39.65361,-105.19056
Rosemary,1/27/2009 2:57,Product1,1200,Visa,Cobham,England,United Kingdom,1/27/2009 2:50,2/28/2009 9:22,51.3833333,0.4
Darian,1/7/2009 13:19,Product1,1200,Visa,Izmir,Izmir,Turkey,8/26/2008 7:33,2/28/2009 9:54,38.4072222,27.1502778
Kevin,1/23/2009 10:04,Product1,1200,Mastercard,Hollywood                   ,CA,United States,5/30/2006 20:25,2/28/2009 9:59,34.09833,-118.32583
Alyssa,1/19/2009 4:55,Product1,1200,Visa,Brighton,England,United Kingdom,2/19/2008 9:27,2/28/2009 10:06,50.8333333,-0.15
Hale,1/28/2009 22:02,Product1,1200,Visa,Hawera,Taranaki,New Zealand,1/23/2009 22:31,2/28/2009 12:43,-39.5916667,174.2833333
KELI,1/4/2009 18:57,Product1,1200,Mastercard,Worongary,Queensland,Australia,12/23/2008 15:17,2/28/2009 14:00,-28.05,153.35
Glen,1/12/2009 20:31,Product1,1200,Visa,Atlantida,Guatemala,Guatemala,1/6/2009 16:53,2/28/2009 14:39,14.65,-90.4833333
T,1/24/2009 12:00,Product1,1200,Visa,El Escorial,Madrid,Spain,12/30/2008 15:19,2/28/2009 15:17,40.5833333,-4.1166667
christal,1/28/2009 11:19,Product1,1200,Visa,Morrison                    ,CO,United States,6/20/2004 17:16,2/28/2009 17:18,39.65361,-105.19056
Alex,1/7/2009 17:48,Product1,1200,Mastercard,Augusta                     ,GA,United States,6/10/2005 20:25,2/28/2009 19:57,33.51722,-82.07583
Anke,1/23/2009 12:42,Product2,3600,Mastercard,Avalon,New South Wales,Australia,3/3/2008 17:38,2/28/2009 22:26,-33.6333333,151.3333333
TRICIA,1/7/2009 19:48,Product2,3600,Mastercard,Sydney,New South Wales,Australia,9/21/2008 20:49,3/1/2009 0:14,-33.8833333,151.2166667
smith,1/26/2009 11:19,Product1,1200,Mastercard,Lahti,Etela-Suomen Laani,Finland,1/4/2009 5:25,3/1/2009 0:39,60.9666667,25.6666667
Macy,1/5/2009 13:23,Product1,1200,Visa,Inner City,Vienna,Austria,1/5/2009 11:28,3/1/2009 2:28,48.2166667,16.3666667
Lesleigh,1/26/2009 13:41,Product1,1200,Mastercard,Baden,Aargau,Switzerland,10/23/2005 9:23,3/1/2009 3:11,47.4666667,8.3
esther,1/20/2009 10:42,Product2,3600,Diners,Huddersfield,England,United Kingdom,1/20/2009 9:15,3/1/2009 3:29,53.65,-1.7833333
Hans-Joerg,1/22/2009 14:25,Product1,1200,Visa,Belfast,Northern Ireland,United Kingdom,11/10/2008 12:15,3/1/2009 3:37,54.5833333,-5.9333333
Christiane,1/28/2009 5:36,Product2,3600,Visa,Black River,Black River,Mauritius,1/9/2009 8:10,3/1/2009 4:40,-20.3602778,57.3661111
Pamela,1/1/2009 4:24,Product3,7500,Amex,Skaneateles                 ,NY,United States,12/28/2008 17:28,3/1/2009 7:21,42.94694,-76.42944
julie,1/8/2009 11:55,Product1,1200,Diners,Haverhill,England,United Kingdom,11/29/2006 13:31,3/1/2009 7:28,52.0833333,0.4333333
Julia ,1/12/2009 21:30,Product1,1200,Visa,Madison                     ,WI,United States,11/17/2008 22:24,3/1/2009 10:14,43.07306,-89.40111
